Datum,Standort,Parameter,Intervall,Einheit,Wert,Status
"2021-01-24T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.14,"provisorisch"
"2021-01-24T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.14,"provisorisch"
"2021-01-24T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",7.89,"provisorisch"
"2021-01-24T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",1.67,"provisorisch"
"2021-01-24T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",12.53,"provisorisch"
"2021-01-24T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",63.13,"provisorisch"
"2021-01-24T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",7.42,"provisorisch"
"2021-01-24T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",5.51,"provisorisch"
"2021-01-24T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",76.12,"provisorisch"
"2021-01-24T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-24T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",7764.82,"provisorisch"
"2021-01-24T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",13.31,"provisorisch"
"2021-01-24T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",4.51,"provisorisch"
"2021-01-24T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",18.55,"provisorisch"
"2021-01-24T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",57.4,"provisorisch"
"2021-01-24T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",7.13,"provisorisch"
"2021-01-24T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",5.08,"provisorisch"
"2021-01-24T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",70.41,"provisorisch"
"2021-01-24T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-24T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",,"provisorisch"
"2021-01-24T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",21.37,"provisorisch"
"2021-01-24T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",10.65,"provisorisch"
"2021-01-24T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",24.53,"provisorisch"
"2021-01-24T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",52.6,"provisorisch"
"2021-01-24T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",10.1,"provisorisch"
"2021-01-24T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",6.89,"provisorisch"
"2021-01-24T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",67.77,"provisorisch"
"2021-01-24T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-24T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.88,"provisorisch"
"2021-01-24T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.91,"provisorisch"
"2021-01-24T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",7.93,"provisorisch"
"2021-01-24T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",67.77,"provisorisch"
"2021-01-24T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",79.05,"provisorisch"
"2021-01-24T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-25T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.99,"provisorisch"
"2021-01-25T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.14,"provisorisch"
"2021-01-25T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",11.23,"provisorisch"
"2021-01-25T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.23,"provisorisch"
"2021-01-25T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",16.53,"provisorisch"
"2021-01-25T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",58.42,"provisorisch"
"2021-01-25T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",7,"provisorisch"
"2021-01-25T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",5.32,"provisorisch"
"2021-01-25T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",68.71,"provisorisch"
"2021-01-25T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-25T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",7815.63,"provisorisch"
"2021-01-25T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",18.87,"provisorisch"
"2021-01-25T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",9.19,"provisorisch"
"2021-01-25T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",22,"provisorisch"
"2021-01-25T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",54.98,"provisorisch"
"2021-01-25T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",6.2,"provisorisch"
"2021-01-25T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",4.53,"provisorisch"
"2021-01-25T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",67.89,"provisorisch"
"2021-01-25T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-25T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",,"provisorisch"
"2021-01-25T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",43.36,"provisorisch"
"2021-01-25T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",28.14,"provisorisch"
"2021-01-25T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",39.77,"provisorisch"
"2021-01-25T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",39.48,"provisorisch"
"2021-01-25T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",9.02,"provisorisch"
"2021-01-25T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",6.39,"provisorisch"
"2021-01-25T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",55.88,"provisorisch"
"2021-01-25T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-25T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.6,"provisorisch"
"2021-01-25T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.49,"provisorisch"
"2021-01-25T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",10.35,"provisorisch"
"2021-01-25T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",64.2,"provisorisch"
"2021-01-25T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",72.27,"provisorisch"
"2021-01-25T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-26T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.19,"provisorisch"
"2021-01-26T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.16,"provisorisch"
"2021-01-26T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",11.95,"provisorisch"
"2021-01-26T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.39,"provisorisch"
"2021-01-26T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",17.66,"provisorisch"
"2021-01-26T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",58.16,"provisorisch"
"2021-01-26T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",11.3,"provisorisch"
"2021-01-26T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.32,"provisorisch"
"2021-01-26T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",68.53,"provisorisch"
"2021-01-26T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-26T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",8621.06,"provisorisch"
"2021-01-26T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",15.98,"provisorisch"
"2021-01-26T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",6.8,"provisorisch"
"2021-01-26T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",20.14,"provisorisch"
"2021-01-26T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",56.05,"provisorisch"
"2021-01-26T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",9.85,"provisorisch"
"2021-01-26T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",6.63,"provisorisch"
"2021-01-26T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",68.28,"provisorisch"
"2021-01-26T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-26T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",,"provisorisch"
"2021-01-26T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",43.69,"provisorisch"
"2021-01-26T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",27.8,"provisorisch"
"2021-01-26T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",40.92,"provisorisch"
"2021-01-26T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",38.73,"provisorisch"
"2021-01-26T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",12.67,"provisorisch"
"2021-01-26T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",8.66,"provisorisch"
"2021-01-26T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",56.08,"provisorisch"
"2021-01-26T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-26T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.97,"provisorisch"
"2021-01-26T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.43,"provisorisch"
"2021-01-26T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",11.15,"provisorisch"
"2021-01-26T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",63.92,"provisorisch"
"2021-01-26T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",74.85,"provisorisch"
"2021-01-26T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-27T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.16,"provisorisch"
"2021-01-27T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.19,"provisorisch"
"2021-01-27T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",20.21,"provisorisch"
"2021-01-27T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",6.35,"provisorisch"
"2021-01-27T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",28.9,"provisorisch"
"2021-01-27T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",45.97,"provisorisch"
"2021-01-27T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",13.43,"provisorisch"
"2021-01-27T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.99,"provisorisch"
"2021-01-27T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",57.73,"provisorisch"
"2021-01-27T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-27T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",10869.8,"provisorisch"
"2021-01-27T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",31.65,"provisorisch"
"2021-01-27T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",15.56,"provisorisch"
"2021-01-27T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",36.66,"provisorisch"
"2021-01-27T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",39.51,"provisorisch"
"2021-01-27T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",10.57,"provisorisch"
"2021-01-27T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",7.31,"provisorisch"
"2021-01-27T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",54.51,"provisorisch"
"2021-01-27T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-27T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",,"provisorisch"
"2021-01-27T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",64.49,"provisorisch"
"2021-01-27T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",45.53,"provisorisch"
"2021-01-27T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",53.51,"provisorisch"
"2021-01-27T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",27.75,"provisorisch"
"2021-01-27T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",13.8,"provisorisch"
"2021-01-27T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",9.71,"provisorisch"
"2021-01-27T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",45.92,"provisorisch"
"2021-01-27T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-27T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",10.59,"provisorisch"
"2021-01-27T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",2.14,"provisorisch"
"2021-01-27T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",16.97,"provisorisch"
"2021-01-27T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",56.09,"provisorisch"
"2021-01-27T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",66.03,"provisorisch"
"2021-01-27T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-28T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.03,"provisorisch"
"2021-01-28T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.14,"provisorisch"
"2021-01-28T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",12.15,"provisorisch"
"2021-01-28T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.09,"provisorisch"
"2021-01-28T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",16.96,"provisorisch"
"2021-01-28T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",42.35,"provisorisch"
"2021-01-28T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",7.23,"provisorisch"
"2021-01-28T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",6.1,"provisorisch"
"2021-01-28T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",52.2,"provisorisch"
"2021-01-28T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-28T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",6951.7,"provisorisch"
"2021-01-28T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",21,"provisorisch"
"2021-01-28T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",11.24,"provisorisch"
"2021-01-28T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",22.91,"provisorisch"
"2021-01-28T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",39.68,"provisorisch"
"2021-01-28T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",6.73,"provisorisch"
"2021-01-28T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",5.63,"provisorisch"
"2021-01-28T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",53.98,"provisorisch"
"2021-01-28T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-28T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",7082.48,"provisorisch"
"2021-01-28T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",48.24,"provisorisch"
"2021-01-28T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",36.74,"provisorisch"
"2021-01-28T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",35.91,"provisorisch"
"2021-01-28T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",29.79,"provisorisch"
"2021-01-28T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",8.87,"provisorisch"
"2021-01-28T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",7.63,"provisorisch"
"2021-01-28T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",41.87,"provisorisch"
"2021-01-28T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-28T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.72,"provisorisch"
"2021-01-28T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.32,"provisorisch"
"2021-01-28T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",10.83,"provisorisch"
"2021-01-28T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",48.1,"provisorisch"
"2021-01-28T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",56.85,"provisorisch"
"2021-01-28T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-29T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.98,"provisorisch"
"2021-01-29T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.11,"provisorisch"
"2021-01-29T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",6.99,"provisorisch"
"2021-01-29T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",2.16,"provisorisch"
"2021-01-29T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",10.07,"provisorisch"
"2021-01-29T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",63.3,"provisorisch"
"2021-01-29T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",5.54,"provisorisch"
"2021-01-29T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",4.13,"provisorisch"
"2021-01-29T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",73.31,"provisorisch"
"2021-01-29T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-29T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",6097.87,"provisorisch"
"2021-01-29T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",11.59,"provisorisch"
"2021-01-29T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",6.16,"provisorisch"
"2021-01-29T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",12.73,"provisorisch"
"2021-01-29T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",63.43,"provisorisch"
"2021-01-29T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",4.28,"provisorisch"
"2021-01-29T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",3.24,"provisorisch"
"2021-01-29T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",72.23,"provisorisch"
"2021-01-29T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-29T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",6085.76,"provisorisch"
"2021-01-29T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",29.68,"provisorisch"
"2021-01-29T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",19.17,"provisorisch"
"2021-01-29T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",27.38,"provisorisch"
"2021-01-29T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",47.81,"provisorisch"
"2021-01-29T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",6.37,"provisorisch"
"2021-01-29T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",4.88,"provisorisch"
"2021-01-29T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",64.05,"provisorisch"
"2021-01-29T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-29T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",3.37,"provisorisch"
"2021-01-29T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.89,"provisorisch"
"2021-01-29T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",5.08,"provisorisch"
"2021-01-29T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",69.48,"provisorisch"
"2021-01-29T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",77.19,"provisorisch"
"2021-01-29T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-30T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.99,"provisorisch"
"2021-01-30T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.15,"provisorisch"
"2021-01-30T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",11.95,"provisorisch"
"2021-01-30T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.54,"provisorisch"
"2021-01-30T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",17.43,"provisorisch"
"2021-01-30T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",52.39,"provisorisch"
"2021-01-30T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",6.71,"provisorisch"
"2021-01-30T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",5.37,"provisorisch"
"2021-01-30T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",72.41,"provisorisch"
"2021-01-30T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-30T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",7817.79,"provisorisch"
"2021-01-30T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",15.87,"provisorisch"
"2021-01-30T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",6.27,"provisorisch"
"2021-01-30T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",20.73,"provisorisch"
"2021-01-30T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",52.21,"provisorisch"
"2021-01-30T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",6.53,"provisorisch"
"2021-01-30T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",4.83,"provisorisch"
"2021-01-30T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",73.82,"provisorisch"
"2021-01-30T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-30T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",7829.35,"provisorisch"
"2021-01-30T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",36.55,"provisorisch"
"2021-01-30T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",22.79,"provisorisch"
"2021-01-30T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",34.94,"provisorisch"
"2021-01-30T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",39.25,"provisorisch"
"2021-01-30T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",8.19,"provisorisch"
"2021-01-30T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",6.8,"provisorisch"
"2021-01-30T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",69.66,"provisorisch"
"2021-01-30T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-30T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.46,"provisorisch"
"2021-01-30T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",2.03,"provisorisch"
"2021-01-30T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",9.24,"provisorisch"
"2021-01-30T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",61.41,"provisorisch"
"2021-01-30T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",76.46,"provisorisch"
"2021-01-30T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-31T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1,"provisorisch"
"2021-01-31T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.18,"provisorisch"
"2021-01-31T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",12.12,"provisorisch"
"2021-01-31T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.01,"provisorisch"
"2021-01-31T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",18.57,"provisorisch"
"2021-01-31T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",40.07,"provisorisch"
"2021-01-31T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",9.46,"provisorisch"
"2021-01-31T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",8.25,"provisorisch"
"2021-01-31T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",50.98,"provisorisch"
"2021-01-31T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-01-31T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",8762.49,"provisorisch"
"2021-01-31T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",15.21,"provisorisch"
"2021-01-31T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",4.67,"provisorisch"
"2021-01-31T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",21.93,"provisorisch"
"2021-01-31T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",40.33,"provisorisch"
"2021-01-31T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",9,"provisorisch"
