Datum,Standort,Parameter,Intervall,Einheit,Wert,Status
"2021-03-12T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",28.96,"provisorisch"
"2021-03-12T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",18.23,"provisorisch"
"2021-03-12T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",27.43,"provisorisch"
"2021-03-12T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",59.81,"provisorisch"
"2021-03-12T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",9.14,"provisorisch"
"2021-03-12T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",5.78,"provisorisch"
"2021-03-12T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",74.65,"provisorisch"
"2021-03-12T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-12T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",3.45,"provisorisch"
"2021-03-12T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.13,"provisorisch"
"2021-03-12T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",4.87,"provisorisch"
"2021-03-12T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",77.55,"provisorisch"
"2021-03-12T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",81.96,"provisorisch"
"2021-03-12T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-13T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.82,"provisorisch"
"2021-03-13T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.11,"provisorisch"
"2021-03-13T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",3.19,"provisorisch"
"2021-03-13T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",0.83,"provisorisch"
"2021-03-13T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",4.83,"provisorisch"
"2021-03-13T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",80.6,"provisorisch"
"2021-03-13T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",6.84,"provisorisch"
"2021-03-13T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",4.11,"provisorisch"
"2021-03-13T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",85.88,"provisorisch"
"2021-03-13T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-13T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",4886.69,"provisorisch"
"2021-03-13T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",7.49,"provisorisch"
"2021-03-13T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",3.75,"provisorisch"
"2021-03-13T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",8.57,"provisorisch"
"2021-03-13T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",75.86,"provisorisch"
"2021-03-13T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",5.96,"provisorisch"
"2021-03-13T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",3.54,"provisorisch"
"2021-03-13T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",82.17,"provisorisch"
"2021-03-13T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-13T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",4862.86,"provisorisch"
"2021-03-13T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",12.98,"provisorisch"
"2021-03-13T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",6.92,"provisorisch"
"2021-03-13T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",14.21,"provisorisch"
"2021-03-13T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",73.39,"provisorisch"
"2021-03-13T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",8.21,"provisorisch"
"2021-03-13T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",5.05,"provisorisch"
"2021-03-13T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",79.71,"provisorisch"
"2021-03-13T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-13T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",2.36,"provisorisch"
"2021-03-13T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.85,"provisorisch"
"2021-03-13T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",3.21,"provisorisch"
"2021-03-13T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",82.03,"provisorisch"
"2021-03-13T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",86.4,"provisorisch"
"2021-03-13T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-14T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.83,"provisorisch"
"2021-03-14T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.12,"provisorisch"
"2021-03-14T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",4.45,"provisorisch"
"2021-03-14T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",1.12,"provisorisch"
"2021-03-14T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",6.8,"provisorisch"
"2021-03-14T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",69.88,"provisorisch"
"2021-03-14T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",4.5,"provisorisch"
"2021-03-14T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",3.81,"provisorisch"
"2021-03-14T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",82.25,"provisorisch"
"2021-03-14T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-14T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",3577.24,"provisorisch"
"2021-03-14T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",8.37,"provisorisch"
"2021-03-14T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",3.8,"provisorisch"
"2021-03-14T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",10.17,"provisorisch"
"2021-03-14T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",66.22,"provisorisch"
"2021-03-14T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",4.16,"provisorisch"
"2021-03-14T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",3.3,"provisorisch"
"2021-03-14T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",80.47,"provisorisch"
"2021-03-14T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-14T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",4092.86,"provisorisch"
"2021-03-14T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",15.37,"provisorisch"
"2021-03-14T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",7.95,"provisorisch"
"2021-03-14T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",17.21,"provisorisch"
"2021-03-14T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",60.94,"provisorisch"
"2021-03-14T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",5.92,"provisorisch"
"2021-03-14T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",4.76,"provisorisch"
"2021-03-14T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",79.54,"provisorisch"
"2021-03-14T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-14T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",3.27,"provisorisch"
"2021-03-14T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.06,"provisorisch"
"2021-03-14T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",4.63,"provisorisch"
"2021-03-14T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",71.76,"provisorisch"
"2021-03-14T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",83.67,"provisorisch"
"2021-03-14T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-15T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.8,"provisorisch"
"2021-03-15T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.16,"provisorisch"
"2021-03-15T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",12.82,"provisorisch"
"2021-03-15T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.41,"provisorisch"
"2021-03-15T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",17.75,"provisorisch"
"2021-03-15T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",56.55,"provisorisch"
"2021-03-15T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",5.96,"provisorisch"
"2021-03-15T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",4.61,"provisorisch"
"2021-03-15T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",68.35,"provisorisch"
"2021-03-15T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-15T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",8241.03,"provisorisch"
"2021-03-15T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",17.36,"provisorisch"
"2021-03-15T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",8.73,"provisorisch"
"2021-03-15T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",19.81,"provisorisch"
"2021-03-15T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",55.27,"provisorisch"
"2021-03-15T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",4.58,"provisorisch"
"2021-03-15T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",3.69,"provisorisch"
"2021-03-15T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",65.57,"provisorisch"
"2021-03-15T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-15T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",6960.88,"provisorisch"
"2021-03-15T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",40.27,"provisorisch"
"2021-03-15T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",26.61,"provisorisch"
"2021-03-15T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",36.21,"provisorisch"
"2021-03-15T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",41.83,"provisorisch"
"2021-03-15T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",6.94,"provisorisch"
"2021-03-15T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",5.44,"provisorisch"
"2021-03-15T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",63.79,"provisorisch"
"2021-03-15T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-15T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.81,"provisorisch"
"2021-03-15T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.52,"provisorisch"
"2021-03-15T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",10.69,"provisorisch"
"2021-03-15T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",62.23,"provisorisch"
"2021-03-15T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",68.43,"provisorisch"
"2021-03-15T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-16T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.56,"provisorisch"
"2021-03-16T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.15,"provisorisch"
"2021-03-16T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",11.32,"provisorisch"
"2021-03-16T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",2.87,"provisorisch"
"2021-03-16T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",17.25,"provisorisch"
"2021-03-16T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",57.51,"provisorisch"
"2021-03-16T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",9.19,"provisorisch"
"2021-03-16T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",6.7,"provisorisch"
"2021-03-16T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",71.37,"provisorisch"
"2021-03-16T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-16T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",8088.45,"provisorisch"
"2021-03-16T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",24.92,"provisorisch"
"2021-03-16T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",14.9,"provisorisch"
"2021-03-16T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",24.81,"provisorisch"
"2021-03-16T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",52.12,"provisorisch"
"2021-03-16T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",9.15,"provisorisch"
"2021-03-16T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",6.1,"provisorisch"
"2021-03-16T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",67.44,"provisorisch"
"2021-03-16T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-16T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",9142.12,"provisorisch"
"2021-03-16T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",42.57,"provisorisch"
"2021-03-16T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",27.26,"provisorisch"
"2021-03-16T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",39.61,"provisorisch"
"2021-03-16T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",37.76,"provisorisch"
"2021-03-16T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",11.91,"provisorisch"
"2021-03-16T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",8.18,"provisorisch"
"2021-03-16T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",58.31,"provisorisch"
"2021-03-16T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-16T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",8.59,"provisorisch"
"2021-03-16T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",2.43,"provisorisch"
"2021-03-16T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",12.7,"provisorisch"
"2021-03-16T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",60.76,"provisorisch"
"2021-03-16T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",73.82,"provisorisch"
"2021-03-16T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-17T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.73,"provisorisch"
"2021-03-17T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.21,"provisorisch"
"2021-03-17T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",25.69,"provisorisch"
"2021-03-17T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",12.38,"provisorisch"
"2021-03-17T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",30.15,"provisorisch"
"2021-03-17T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",42.42,"provisorisch"
"2021-03-17T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",9.32,"provisorisch"
"2021-03-17T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.31,"provisorisch"
"2021-03-17T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",65.43,"provisorisch"
"2021-03-17T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-17T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",11281.91,"provisorisch"
"2021-03-17T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",37.38,"provisorisch"
"2021-03-17T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",24.01,"provisorisch"
"2021-03-17T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",34.66,"provisorisch"
"2021-03-17T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",40.79,"provisorisch"
"2021-03-17T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",8.28,"provisorisch"
"2021-03-17T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",6.44,"provisorisch"
"2021-03-17T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",60.68,"provisorisch"
"2021-03-17T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-17T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",12076.08,"provisorisch"
"2021-03-17T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",40.89,"provisorisch"
"2021-03-17T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",25.62,"provisorisch"
"2021-03-17T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",38.91,"provisorisch"
"2021-03-17T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",34.75,"provisorisch"
"2021-03-17T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",9.24,"provisorisch"
"2021-03-17T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",8.02,"provisorisch"
"2021-03-17T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",59.1,"provisorisch"
"2021-03-17T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-17T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",10.1,"provisorisch"
"2021-03-17T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",3.21,"provisorisch"
"2021-03-17T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",14.39,"provisorisch"
"2021-03-17T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",53.94,"provisorisch"
"2021-03-17T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",64.94,"provisorisch"
"2021-03-17T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-18T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.21,"provisorisch"
"2021-03-18T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.22,"provisorisch"
"2021-03-18T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",24.19,"provisorisch"
"2021-03-18T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",10.04,"provisorisch"
"2021-03-18T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",30.85,"provisorisch"
"2021-03-18T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",,"provisorisch"
"2021-03-18T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",12.43,"provisorisch"
"2021-03-18T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",9.13,"provisorisch"
"2021-03-18T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",,"provisorisch"
"2021-03-18T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",,"provisorisch"
"2021-03-18T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",14217.94,"provisorisch"
"2021-03-18T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",37.97,"provisorisch"
"2021-03-18T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",23.18,"provisorisch"
"2021-03-18T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",37.07,"provisorisch"
"2021-03-18T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",43.32,"provisorisch"
"2021-03-18T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",13.91,"provisorisch"
"2021-03-18T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",8.71,"provisorisch"
"2021-03-18T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",61.68,"provisorisch"
"2021-03-18T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-18T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",15579.05,"provisorisch"
"2021-03-18T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",39.15,"provisorisch"
"2021-03-18T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",23.36,"provisorisch"
"2021-03-18T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",39.05,"provisorisch"
"2021-03-18T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",39.8,"provisorisch"
"2021-03-18T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",12.49,"provisorisch"
"2021-03-18T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",10.25,"provisorisch"
"2021-03-18T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",53.69,"provisorisch"
"2021-03-18T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-18T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.35,"provisorisch"
"2021-03-18T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.21,"provisorisch"
"2021-03-18T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",10.28,"provisorisch"
"2021-03-18T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",63.23,"provisorisch"
"2021-03-18T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",78.36,"provisorisch"
"2021-03-18T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-19T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.12,"provisorisch"
"2021-03-19T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.2,"provisorisch"
"2021-03-19T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",20.67,"provisorisch"
"2021-03-19T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",9.16,"provisorisch"
"2021-03-19T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",25.48,"provisorisch"
"2021-03-19T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",52.45,"provisorisch"
"2021-03-19T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",14.11,"provisorisch"
"2021-03-19T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",10.86,"provisorisch"
"2021-03-19T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",70.84,"provisorisch"
"2021-03-19T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-19T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",11765.47,"provisorisch"
"2021-03-19T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",29,"provisorisch"
"2021-03-19T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",15.72,"provisorisch"
"2021-03-19T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",31.35,"provisorisch"
"2021-03-19T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",48.52,"provisorisch"
"2021-03-19T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",14.16,"provisorisch"
"2021-03-19T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",10.44,"provisorisch"
"2021-03-19T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",68.67,"provisorisch"
"2021-03-19T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-19T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",10860,"provisorisch"
"2021-03-19T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",41.14,"provisorisch"
"2021-03-19T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",27.33,"provisorisch"
"2021-03-19T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",36.76,"provisorisch"
"2021-03-19T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",44.53,"provisorisch"
"2021-03-19T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",14.86,"provisorisch"
"2021-03-19T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",12.5,"provisorisch"
"2021-03-19T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",63.52,"provisorisch"
"2021-03-19T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-19T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.16,"provisorisch"
"2021-03-19T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.79,"provisorisch"
"2021-03-19T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",9.03,"provisorisch"
"2021-03-19T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",67.64,"provisorisch"
"2021-03-19T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",84.53,"provisorisch"
"2021-03-19T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2021-03-20T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.21,"provisorisch"
"2021-03-20T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.17,"provisorisch"
